Date,Date,Date,Date,Date,Date,Joe Biden,Donald Trump
3282,3282,3282,2024-04-10 00:00:00,,,40.97307314501687,45.65440875845434
3283,3283,3283,2024-04-11 00:00:00,,,40.53252413542393,45.2534029343699
3284,3284,3284,2024-04-12 00:00:00,,,40.57296824658282,45.275025336768266
3285,3285,3285,2024-04-13 00:00:00,,,40.56007264000427,45.358940549281186
3286,3286,3286,2024-04-14 00:00:00,,,40.60008950088265,45.374951377893915
3287,3287,3287,2024-04-15 00:00:00,,,40.63910094842458,45.39094883667086
3288,3288,3288,2024-04-16 00:00:00,,,40.686581790424604,45.417229147857114
3289,3289,3289,2024-04-17 00:00:00,,,40.73025516406979,45.44281858777852
3290,3290,3290,2024-04-18 00:00:00,,,40.771726255985776,45.47143106844199
3291,3291,3291,2024-04-19 00:00:00,,,40.813205449696724,45.50088779222749
3292,3292,3292,2024-04-20 00:00:00,,,40.85919910124154,45.52928341185762
3293,3293,3293,2024-04-21 00:00:00,,,41.1051703955421,45.69357071786465
3294,3294,3294,2024-04-22 00:00:00,,,41.13865431920089,45.711255235159726
3295,3295,3295,2024-04-23 00:00:00,,,41.172068625977836,45.72601847962417
3296,3296,3296,2024-04-24 00:00:00,,,41.20666509711926,45.7421524683561
3297,3297,2021-04-22 00:00:00,,,,31.148245003619703,44.407579214013644
3298,3298,2021-04-23 00:00:00,,,,31.148245003619703,44.407579214013644
3299,3299,2021-04-24 00:00:00,,,,31.1482450036197,44.40757921401364
3300,3300,2021-04-25 00:00:00,,,,31.148245003619703,44.407579214013644
3301,3301,2021-04-26 00:00:00,,,,31.148245003619706,44.40757921401365
3302,3302,2021-04-27 00:00:00,,,,31.1482450036197,44.40757921401364
3303,3303,2021-04-28 00:00:00,,,,31.1482450036197,44.40757921401365
3304,3304,2021-04-29 00:00:00,,,,31.1482450036197,44.407579214013644
3305,3305,2021-04-30 00:00:00,,,,31.148245003619706,44.40757921401365
3306,3306,2021-05-01 00:00:00,,,,31.148245003619703,44.40757921401364
3307,3307,2021-05-02 00:00:00,,,,31.1482450036197,44.407579214013644
3308,3308,2021-05-03 00:00:00,,,,31.148245003619706,44.407579214013644
3309,3309,2021-05-04 00:00:00,,,,31.14824500361971,44.40757921401365
3310,3310,2021-05-05 00:00:00,,,,31.148245003619703,44.40757921401365
3311,3311,2021-05-06 00:00:00,,,,31.148245003619703,44.40757921401365
3312,3312,2021-05-07 00:00:00,,,,31.14824500361971,44.40757921401364
3313,3313,2021-05-08 00:00:00,,,,31.148245003619706,44.40757921401365
3314,3314,2021-05-09 00:00:00,,,,31.1482450036197,44.407579214013644
3315,3315,2021-05-10 00:00:00,,,,31.1482450036197,44.407579214013644
3316,3316,2021-05-11 00:00:00,,,,31.14824500361971,44.40757921401365
3317,3317,2021-05-12 00:00:00,,,,31.148245003619706,44.407579214013644
3318,3318,2021-05-13 00:00:00,,,,31.148245003619706,44.407579214013644
3319,3319,2021-05-14 00:00:00,,,,31.148245003619703,44.407579214013644
3320,3320,2021-05-15 00:00:00,,,,31.257266664269885,44.663249732277905
3321,3321,2021-05-16 00:00:00,,,,31.35579277177696,44.89430676093315
3322,3322,2021-05-17 00:00:00,,,,31.44510603700944,45.103758430204
3323,3323,2021-05-18 00:00:00,,,,31.5262922991501,45.29415117962323
3324,3324,2021-05-19 00:00:00,,,,31.600276937760253,45.46765514924029
3325,3325,2021-05-20 00:00:00,,,,31.667853482518527,45.62613127332259
3326,3326,2021-05-21 00:00:00,,,,31.729706304101185,45.77118449353434
3327,3327,2021-05-22 00:00:00,,,,31.78642876740597,45.90420633069837
3328,3328,2021-05-23 00:00:00,,,,31.838537871874813,46.026409218329896
3329,3329,2021-05-24 00:00:00,,,,31.886486147473903,46.13885440031654
3330,3330,2021-05-25 00:00:00,,,,31.930671388564587,46.24247475816023
3331,3331,2021-05-26 00:00:00,,,,31.97144467089469,46.338093611904554
3332,3332,2021-05-27 00:00:00,,,,32.00911699516519,46.42644030019582
3333,3333,2021-05-28 00:00:00,,,,31.99921263101612,46.54242041634278
3334,3334,2021-05-29 00:00:00,,,,31.99004095968906,46.64982069865917
3335,3335,2021-05-30 00:00:00,,,,31.98153928942701,46.7493752676952
3336,3336,2021-05-31 00:00:00,,,,31.973651374649798,46.84174275926255
3337,3337,2021-06-01 00:00:00,,,,31.966326616406946,46.92751568713224
3338,3338,2021-06-02 00:00:00,,,,31.959519379540353,47.00722843906108
3339,3339,2021-06-03 00:00:00,,,,31.953188407099148,47.081364133993475
3340,3340,2021-06-04 00:00:00,,,,31.947296316171077,47.15036052587703
3341,3341,2021-06-05 00:00:00,,,,31.941809162175186,47.21461510579566
3342,3342,2021-06-06 00:00:00,,,,31.93669606096529,47.27448952713858
3343,3343,2021-06-07 00:00:00,,,,31.97559443389486,47.476879493048834
3344,3344,2021-06-08 00:00:00,,,,32.01188017373322,47.6656758126844
3345,3345,2021-06-09 00:00:00,,,,32.045745155998645,47.84187682290816
3346,3346,2021-06-10 00:00:00,,,,32.07736516660637,48.00639714566216
3347,3347,2021-06-11 00:00:00,,,,32.10690149062789,48.16007595435306
3348,3348,2021-06-12 00:00:00,,,,32.134502316043765,48.30368427764021
3349,3349,2021-06-13 00:00:00,,,,32.16030397734892,48.43793146996962
3350,3350,2021-06-14 00:00:00,,,,32.184432060112684,48.56347095864896
3351,3351,2021-06-15 00:00:00,,,,32.20700238446497,48.68090536097001
3352,3352,2021-06-16 00:00:00,,,,32.22812188286269,48.79079105126592
3353,3353,2021-06-17 00:00:00,,,,32.24788938529362,48.893642246362724
3354,3354,2021-06-18 00:00:00,,,,32.266396323226694,48.98993466826328
3355,3355,2021-06-19 00:00:00,,,,32.28372736205503,49.08010883477678
3356,3356,2021-06-20 00:00:00,,,,32.29996097045563,49.16457302192277
3357,3357,2021-06-21 00:00:00,,,,32.315169933965464,49.24370593609013
3358,3358,2021-06-22 00:00:00,,,,32.32942181911539,49.317859128946665
3359,3359,2021-06-23 00:00:00,,,,32.34277939364527,49.387359183836864
3360,3360,2021-06-24 00:00:00,,,,32.355301007621975,49.45250969875618
3361,3361,2021-06-25 00:00:00,,,,32.367040939679924,49.51359308785577
3362,3362,2021-06-26 00:00:00,,,,32.362373914391995,49.42743407005376
3363,3363,2021-06-27 00:00:00,,,,32.357996907169486,49.34662914187409
3364,3364,2021-06-28 00:00:00,,,,32.353891330119765,49.270835147993296
3365,3365,2021-06-29 00:00:00,,,,32.350039853422636,49.19973215865022
3366,3366,2021-06-30 00:00:00,,,,32.34642631237693,49.13302175361113
3367,3367,2021-07-01 00:00:00,,,,32.34303562220828,49.07042544941751
3368,3368,2021-07-02 00:00:00,,,,32.33985369989155,49.01168325613206
3369,3369,2021-07-03 00:00:00,,,,32.33686739232354,48.95655235131776
3370,3370,2021-07-04 00:00:00,,,,32.33406441025357,48.904805860316365
3371,3371,2021-07-05 00:00:00,,,,32.331433267443266,48.85623173306263
3372,3372,2021-07-06 00:00:00,,,,32.3289632245822,48.81063170869831
3373,3373,2021-07-07 00:00:00,,,,32.326644237535376,48.76782036015754
3374,3374,2021-07-08 00:00:00,,,,32.32446690954188,48.72762421169504
3375,3375,2021-07-09 00:00:00,,,,32.32242244702236,48.68988092303736
3376,3376,2021-07-10 00:00:00,,,,32.286103699120304,49.003093689680355
3377,3377,2021-07-11 00:00:00,,,,32.25199694775519,49.29723020520903
3378,3378,2021-07-12 00:00:00,,,,32.219965653446366,49.57346798567102
3379,3379,2021-07-13 00:00:00,,,,32.18988191766565,49.83291002756755
3380,3380,2021-07-14 00:00:00,,,,32.16162591118156,50.07658973781064
3381,3381,2021-07-15 00:00:00,,,,32.135085343082075,50.30547551286915
3382,3382,2021-07-16 00:00:00,,,,32.110154967259405,50.52047499484259
3383,3383,2021-07-17 00:00:00,,,,32.086736123429375,50.72243902970878
3384,3384,2021-07-18 00:00:00,,,,32.06473631001747,50.91216535075246
3385,3385,2021-07-19 00:00:00,,,,32.044068786477425,51.090402008169576
3386,3386,2021-07-20 00:00:00,,,,32.0246522028176,51.257850564029766
3387,3387,2021-07-21 00:00:00,,,,32.006410254300775,51.41516907014454
3388,3388,2021-07-22 00:00:00,,,,31.989271359453543,51.562974844913654
3389,3389,2021-07-23 00:00:00,,,,31.973168359676347,51.70184706388629
3390,3390,2021-07-24 00:00:00,,,,31.958038238885752,51.832329177566145
3391,3391,2021-07-25 00:00:00,,,,31.943821861747093,51.95493116889163
3392,3392,2021-07-26 00:00:00,,,,31.930463729171528,52.07013166182879
3393,3393,2021-07-27 00:00:00,,,,31.91791174985623,52.178379891607854
3394,3394,2021-07-28 00:00:00,,,,31.906117026742102,52.28009754631134
3395,3395,2021-07-29 00:00:00,,,,31.895033657350446,52.375680488769845
3396,3396,2021-07-30 00:00:00,,,,31.88461854703958,52.465500367036405
3397,3397,2021-07-31 00:00:00,,,,31.874831234294994,52.54990612108387
3398,3398,2021-08-01 00:00:00,,,,31.86563372723304,52.62922539279621
3399,3399,2021-08-02 00:00:00,,,,31.85699035055916,52.70376584580033
3400,3400,2021-08-03 00:00:00,,,,31.848867602277398,52.77381640120319
3401,3401,2021-08-04 00:00:00,,,,31.862384067125838,52.650511956979045
3402,3402,2021-08-05 00:00:00,,,,31.875086709157177,52.534631641126026
3403,3403,2021-08-06 00:00:00,,,,31.887024670919782,52.425727148952035
3404,3404,2021-08-07 00:00:00,,,,31.898244110886868,52.32337739809936
3405,3405,2021-08-08 00:00:00,,,,31.908788386592615,52.22718685787886
3406,3406,2021-08-09 00:00:00,,,,31.918698226304308,52.136783983184664
3407,3407,2021-08-10 00:00:00,,,,31.92801188997412,52.05181974620608
3408,3408,2021-08-11 00:00:00,,,,31.936765320162674,51.971966259620785
3409,3409,2021-08-12 00:00:00,,,,31.94499228357987,51.896915485384724
3410,3410,2021-08-13 00:00:00,,,,31.95272450384372,51.82637802363391
3411,3411,2021-08-14 00:00:00,,,,31.959991786018254,51.76008197658324
3412,3412,2021-08-15 00:00:00,,,,31.966822133453324,51.697771882651
3413,3413,2021-08-16 00:00:00,,,,31.97324185741459,51.63920771635508
3414,3414,2021-08-17 00:00:00,,,,31.979275679959546,51.58416394982329
3415,3415,2021-08-18 00:00:00,,,,31.984946830485168,51.53242867203325
3416,3416,2021-08-19 00:00:00,,,,31.74344926927903,51.74473150345864
3417,3417,2021-08-20 00:00:00,,,,31.51646493741589,51.94427561522138
3418,3418,2021-08-21 00:00:00,,,,31.303120632008145,52.13182864838797
3419,3419,2021-08-22 00:00:00,,,,31.10259580428884,52.3081119552805
3420,3420,2021-08-23 00:00:00,,,,30.914119370944217,52.47380340266482
3421,3421,2021-08-24 00:00:00,,,,30.73696672013284,52.629540003787945
3422,3422,2021-08-25 00:00:00,,,,30.570456900120718,52.77592038987613
3423,3423,2021-08-26 00:00:00,,,,30.41394997923126,52.91350713102811
3424,3424,2021-08-27 00:00:00,,,,30.26684456652734,53.04282891580748
3425,3425,2021-08-28 00:00:00,,,,30.1285754833128,53.164382598248125
3426,3426,2021-08-29 00:00:00,,,,29.998611576166724,53.27863512043681
3427,3427,2021-08-30 00:00:00,,,,29.876453662808814,53.386025318322766
3428,3428,2021-08-31 00:00:00,,,,29.76163260264037,53.48696561792364
3429,3429,2021-09-01 00:00:00,,,,29.653707484316378,53.581843628648336
3430,3430,2021-09-02 00:00:00,,,,29.552263923181954,53.67102364003708
3431,3431,2021-09-03 00:00:00,,,,29.579760983020524,54.04245521108321
3432,3432,2021-09-04 00:00:00,,,,29.605606783319928,54.39158149100239
3433,3433,2021-09-05 00:00:00,,,,29.629900531041184,54.719742572066366
3434,3434,2021-09-06 00:00:00,,,,29.652735467574715,55.028197963340276
3435,3435,2021-09-07 00:00:00,,,,29.580136431508574,54.99324687737033
3436,3436,2021-09-08 00:00:00,,,,29.51189666539555,54.96039445864383
3437,3437,2021-09-09 00:00:00,,,,29.447754320151635,54.92951464612274
3438,3438,2021-09-10 00:00:00,,,,29.387463286069277,54.900488956118956
3439,3439,2021-09-11 00:00:00,,,,29.330792245483785,54.87320602622297
3440,3440,2021-09-12 00:00:00,,,,29.277523782605325,54.84756118675351
3441,3441,2021-09-13 00:00:00,,,,29.22745354705016,54.82345605805966
3442,3442,2021-09-14 00:00:00,,,,29.18038946781638,54.80079817210789
3443,3443,2021-09-15 00:00:00,,,,29.136151014648814,54.77950061688375
3444,3444,2021-09-16 00:00:00,,,,29.184950244330686,55.03707892469809
3445,3445,2021-09-17 00:00:00,,,,29.2308197569473,55.2791932268516
3446,3446,2021-09-18 00:00:00,,,,29.273935477215293,55.50677211158453
3447,3447,2021-09-19 00:00:00,,,,29.314462761687178,55.72068838490753
3448,3448,2021-09-20 00:00:00,,,,29.352557034088832,55.92176242412094
3449,3449,2021-09-21 00:00:00,,,,29.388364382405207,56.11076532942866
3450,3450,2021-09-22 00:00:00,,,,29.306441180487578,55.954685610636666
3451,3451,2021-09-23 00:00:00,,,,29.229436000094925,55.80797568451225
3452,3452,2021-09-24 00:00:00,,,,29.157852572090086,55.922258069417985
3453,3453,2021-09-25 00:00:00,,,,29.175678366026617,55.95764805688451
3454,3454,2021-09-26 00:00:00,,,,29.192434067307822,55.99091356306313
3455,3455,2021-09-27 00:00:00,,,,29.208183921708496,56.02218213667193
3456,3456,2021-09-28 00:00:00,,,,29.22298831696942,56.05157366697901
3457,3457,2021-09-29 00:00:00,,,,29.236904014578457,56.0792008439634
3458,3458,2021-09-30 00:00:00,,,,29.249984367615056,56.10516959080693
3459,3459,2021-10-01 00:00:00,,,,29.262279525497366,56.12957947038387
3460,3460,2021-10-02 00:00:00,,,,29.273836626420767,56.15252406731372
3461,3461,2021-10-03 00:00:00,,,,29.28469997822874,56.174091347048765
3462,3462,2021-10-04 00:00:00,,,,29.294911228412428,56.19436399337829
3463,3463,2021-10-05 00:00:00,,,,29.30450952389314,56.21341972564871
3464,3464,2021-10-06 00:00:00,,,,29.31353166120253,56.23133159692006
3465,3465,2021-10-07 00:00:00,,,,29.230439761948457,56.06866312670422
3466,3466,2021-10-08 00:00:00,,,,29.152335592446523,55.915759102552485
3467,3467,2021-10-09 00:00:00,,,,29.078919739277573,55.772033364763466
3468,3468,2021-10-10 00:00:00,,,,29.009910764746316,55.63693494459332
3469,3469,2021-10-11 00:00:00,,,,28.94504412745688,55.50994595107358
3470,3470,2021-10-12 00:00:00,,,,28.884071167733044,55.39057958477498
3471,3471,2021-10-13 00:00:00,,,,28.826758153984578,55.27837827088499
3472,3472,2021-10-14 00:00:00,,,,28.772885386355963,55.17291190442677
3473,3473,2021-10-15 00:00:00,,,,28.722246354214285,55.0737762008787
3474,3474,2021-10-16 00:00:00,,,,28.67464694424037,54.980591145859584
3475,3475,2021-10-17 00:00:00,,,,28.62990469608192,54.892999537925604
3476,3476,2021-10-18 00:00:00,,,,28.587848102710506,54.81066561888377
3477,3477,2021-10-19 00:00:00,,,,28.47471473767416,54.60800082237422
3478,3478,2021-10-20 00:00:00,,,,28.368372181106896,54.41750094128182
3479,3479,2021-10-21 00:00:00,,,,28.358982207258084,54.312954781029795
3480,3480,2021-10-22 00:00:00,,,,28.35015586293789,54.21468396339001
3481,3481,2021-10-23 00:00:00,,,,28.36079164835109,54.139830708171594
3482,3482,2021-10-24 00:00:00,,,,28.370789026727447,54.06947047749302
3483,3483,2021-10-25 00:00:00,,,,28.38018631888072,54.00333357452036
3484,3484,2021-10-26 00:00:00,,,,28.389019545299885,53.94116649180212
3485,3485,2021-10-27 00:00:00,,,,28.397322564243925,53.88273093937644
3486,3486,2021-10-28 00:00:00,,,,28.405127201545163,53.82780293123219
3487,3487,2021-10-29 00:00:00,,,,28.412463372619133,53.776171926619796
3488,3488,2021-10-30 00:00:00,,,,28.45808763112233,53.87892396062372
3489,3489,2021-10-31 00:00:00,,,,28.500973340305716,53.97550840917943
3490,3490,2021-11-01 00:00:00,,,,28.541284880981788,54.06629548022869
3491,3491,2021-11-02 00:00:00,,,,28.513214047908964,54.08798356287029
3492,3492,2021-11-03 00:00:00,,,,28.486828133735877,54.108369843736114
3493,3493,2021-11-04 00:00:00,,,,28.462026002054255,54.12753246282204
3494,3494,2021-11-05 00:00:00,,,,28.438712587248613,54.14554486970895
3495,3495,2021-11-06 00:00:00,,,,28.432589793848344,54.23024844302708
3496,3496,2021-11-07 00:00:00,,,,28.414539365535866,54.34285120868553
3497,3497,2021-11-08 00:00:00,,,,28.397572389647557,54.448695146392154
3498,3498,2021-11-09 00:00:00,,,,28.38162383289426,54.5481859489146
3499,3499,2021-11-10 00:00:00,,,,28.38363253969617,54.59444679648917
3500,3500,2021-11-11 00:00:00,,,,28.38552067677986,54.63793090364971
3501,3501,2021-11-12 00:00:00,,,,28.390559649791964,54.587130525822865
3502,3502,2021-11-13 00:00:00,,,,28.39529616599647,54.53937936458535
3503,3503,2021-11-14 00:00:00,,,,28.399748380018856,54.49449439418381
3504,3504,2021-11-15 00:00:00,,,,28.403933356761158,54.45230357490476
3505,3505,2021-11-16 00:00:00,,,,28.40786713681375,54.412645193627604
3506,3506,2021-11-17 00:00:00,,,,28.35480227961025,54.39258240818931
3507,3507,2021-11-18 00:00:00,,,,28.32900100256556,54.48332514397766
3508,3508,2021-11-19 00:00:00,,,,28.304748405472477,54.56862119371914
3509,3509,2021-11-20 00:00:00,,,,28.30782446365792,54.690362881286404
3510,3510,2021-11-21 00:00:00,,,,28.310715886517016,54.80479722456523
3511,3511,2021-11-22 00:00:00,,,,28.313433756521558,54.912362836460304
3512,3512,2021-11-23 00:00:00,,,,28.31598849092906,55.01347200257698
3513,3513,2021-11-24 00:00:00,,,,28.353976693306084,55.15321246641156
3514,3514,2021-11-25 00:00:00,,,,28.325311256048092,55.31380901242944
3515,3515,2021-11-26 00:00:00,,,,28.298366412673488,55.46476602522537
3516,3516,2021-11-27 00:00:00,,,,28.273038887198563,55.606662102855225
3517,3517,2021-11-28 00:00:00,,,,28.249231602652802,55.74004111374227
3518,3518,2021-11-29 00:00:00,,,,28.226853308987014,55.865414281301334
3519,3519,2021-11-30 00:00:00,,,,28.205818233316528,55.98326214343234
3520,3520,2021-12-01 00:00:00,,,,28.186045751158638,56.09403639439457
3521,3521,2021-12-02 00:00:00,,,,28.167460077404087,56.198161616121745
3522,3522,2021-12-03 00:00:00,,,,28.149989975838142,56.29603690561484
3523,3523,2021-12-04 00:00:00,,,,28.178482410654563,56.4913254664372
3524,3524,2021-12-05 00:00:00,,,,28.205264637842408,56.67489217938507
3525,3525,2021-12-06 00:00:00,,,,28.230439309724424,56.847440628567895
3526,3526,2021-12-07 00:00:00,,,,28.19519592423459,56.86912717204089
3527,3527,2021-12-08 00:00:00,,,,28.16206795957333,56.88951201974528
3528,3528,2021-12-09 00:00:00,,,,28.130928441248408,56.908673303727944
3529,3529,2021-12-10 00:00:00,,,,28.10165801621164,56.926684466282566
3530,3530,2021-12-11 00:00:00,,,,28.074144495391483,56.94361454144612
3531,3531,2021-12-12 00:00:00,,,,28.048282423684892,56.95952841959861
3532,3532,2021-12-13 00:00:00,,,,28.023972675759897,56.97448709618048
3533,3533,2021-12-14 00:00:00,,,,28.001122076119934,56.988547905480964
3534,3534,2021-12-15 00:00:00,,,,28.070230895650447,57.006867125983604
3535,3535,2021-12-16 00:00:00,,,,28.13519158477488,57.02408676880428
3536,3536,2021-12-17 00:00:00,,,,28.19625312762189,57.04027283413204
3537,3537,2021-12-18 00:00:00,,,,28.25364956346942,57.05548736060637
3538,3538,2021-12-19 00:00:00,,,,28.307600883786694,57.06978866310314
3539,3539,2021-12-20 00:00:00,,,,28.274033363101758,57.01398171980054
3540,3540,2021-12-21 00:00:00,,,,28.24543659174005,57.05100603274805
3541,3541,2021-12-22 00:00:00,,,,28.218556288800727,57.08580802964347
3542,3542,2021-12-23 00:00:00,,,,28.19328942637956,57.11852110097767
3543,3543,2021-12-24 00:00:00,,,,28.169539160641833,57.149270630710866
3544,3544,2021-12-25 00:00:00,,,,28.147214460633666,57.17817447685164
3545,3545,2021-12-26 00:00:00,,,,28.126229759373434,57.20534342318973
3546,3546,2021-12-27 00:00:00,,,,28.106504625885847,57.23088160391435
3547,3547,2021-12-28 00:00:00,,,,28.087963456921806,57.25488690274529
3548,3548,2021-12-29 00:00:00,,,,28.070535187182237,57.277451328106785
3549,3549,2021-12-30 00:00:00,,,,28.05415301693538,57.29866136578228
3550,3550,2021-12-31 00:00:00,,,,28.038754155983362,57.31859831040135
3551,3551,2022-01-01 00:00:00,,,,28.024279582996833,57.33733857702993
3552,3552,2022-01-02 00:00:00,,,,28.010673819295125,57.354953994057624
3553,3553,2022-01-03 00:00:00,,,,27.997884716204947,57.37151207850497
3554,3554,2022-01-04 00:00:00,,,,27.985863255182473,57.387076294805915
3555,3555,2022-01-05 00:00:00,,,,27.97456335993284,57.40170629805715
3556,3556,2022-01-06 00:00:00,,,,27.96394171980681,57.41545816266689
3557,3557,2022-01-07 00:00:00,,,,27.945649522237904,57.514413840706624
3558,3558,2022-01-08 00:00:00,,,,27.9759119502439,57.603123219219185
3559,3559,2022-01-09 00:00:00,,,,28.004357932556218,57.686507983045935
3560,3560,2022-01-10 00:00:00,,,,28.031096497952593,57.76488773229011
3561,3561,2022-01-11 00:00:00,,,,28.026968943695245,57.706797338838065
3562,3562,2022-01-12 00:00:00,,,,28.023089138161733,57.652193712596784
3563,3563,2022-01-13 00:00:00,,,,28.01944221069615,57.60086756685583
3564,3564,2022-01-14 00:00:00,,,,28.016014183226286,57.55262217695345
3565,3565,2022-01-15 00:00:00,,,,28.012791916687874,57.50727262626241
3566,3566,2022-01-16 00:00:00,,,,28.009763060664707,57.46464509743411
3567,3567,2022-01-17 00:00:00,,,,28.006916006051444,57.424576206184675
3568,3568,2022-01-18 00:00:00,,,,28.004239840557787,57.38691237506917
3569,3569,2022-01-19 00:00:00,,,,28.001724306883457,57.35150924484411
3570,3570,2022-01-20 00:00:00,,,,28.036294391410948,57.474014426574556
3571,3571,2022-01-21 00:00:00,,,,28.068789471414394,57.58916646440082
3572,3572,2022-01-22 00:00:00,,,,28.077709264300765,57.74266391117648
3573,3573,2022-01-23 00:00:00,,,,28.100253543176485,57.70464399417623
3574,3574,2022-01-24 00:00:00,,,,28.121444643991072,57.66890615139329
3575,3575,2022-01-25 00:00:00,,,,28.202282221599727,57.66700458263469
3576,3576,2022-01-26 00:00:00,,,,28.271444171381145,57.62857111483575
3577,3577,2022-01-27 00:00:00,,,,28.336454804881658,57.59244454383646
3578,3578,2022-01-28 00:00:00,,,,28.397563297087085,57.55848640247633
3579,3579,2022-01-29 00:00:00,,,,28.45500386671969,57.52656653482798
3580,3580,2022-01-30 00:00:00,,,,28.50899667396015,57.49656259733044
3581,3581,2022-01-31 00:00:00,,,,28.559748664285472,57.4683595898666
3582,3582,2022-02-01 00:00:00,,,,28.607454361657016,57.44184941498649
3583,3583,2022-02-02 00:00:00,,,,28.652296614098937,57.416930463587576
3584,3584,2022-02-03 00:00:00,,,,28.694447294524583,57.39350722546369
3585,3585,2022-02-04 00:00:00,,,,28.734067959497143,57.37148992323022
3586,3586,2022-02-05 00:00:00,,,,28.771310468449304,57.35079416822204
3587,3587,2022-02-06 00:00:00,,,,28.806317565735526,57.33134063704579
3588,3588,2022-02-07 00:00:00,,,,28.83922342774755,57.31305476754628
3589,3589,2022-02-08 00:00:00,,,,28.797048150119156,57.183253981189914
3590,3590,2022-02-09 00:00:00,,,,28.75740436431959,57.06124424325135
3591,3591,2022-02-10 00:00:00,,,,28.720140122302407,56.946557910669895
3592,3592,2022-02-11 00:00:00,,,,28.72247869332874,56.868778631076005
3593,3593,2022-02-12 00:00:00,,,,28.72467689602202,56.79566790663817
3594,3594,2022-02-13 00:00:00,,,,28.726743155727945,56.72694551609661
3595,3595,2022-02-14 00:00:00,,,,28.72868539207666,56.66234805794737
3596,3596,2022-02-15 00:00:00,,,,28.730511049337302,56.60162794086789
3597,3597,2022-02-16 00:00:00,,,,28.732227124950757,56.54455243474046
3598,3598,2022-02-17 00:00:00,,,,28.733840196349632,56.49090277863622
3599,3599,2022-02-18 00:00:00,,,,28.735356446168492,56.44047334234072
3600,3600,2022-02-19 00:00:00,,,,28.73678168594084,56.393070838207294
3601,3601,2022-02-20 00:00:00,,,,28.73812137837381,56.34851358031772
3602,3602,2022-02-21 00:00:00,,,,28.739380658285764,56.30663078811005
3603,3603,2022-02-22 00:00:00,,,,28.764247888692026,56.43011710727776
3604,3604,2022-02-23 00:00:00,,,,28.78762251032084,56.546191392179
3605,3605,2022-02-24 00:00:00,,,,28.833841966265773,56.74622492567245
3606,3606,2022-02-25 00:00:00,,,,28.831047628072834,56.74367326871746
3607,3607,2022-02-26 00:00:00,,,,28.799863639164617,56.80842705693567
3608,3608,2022-02-27 00:00:00,,,,28.770551410588443,56.86929412070395
3609,3609,2022-02-28 00:00:00,,,,28.742998593446906,56.92650775335532
3610,3610,2022-03-01 00:00:00,,,,28.70855987276315,56.930835455214336
3611,3611,2022-03-02 00:00:00,,,,28.67618827156668,56.934903394902456
3612,3612,2022-03-03 00:00:00,,,,28.645759714894222,56.93872716415592
3613,3613,2022-03-04 00:00:00,,,,28.6171575751491,56.94232141884625
3614,3614,2022-03-05 00:00:00,,,,28.590272225087123,56.945699935153854
3615,3615,2022-03-06 00:00:00,,,,28.56500061763352,56.94887566236981
3616,3616,2022-03-07 00:00:00,,,,28.541245890920578,56.95186077252822
3617,3617,2022-03-08 00:00:00,,,,28.51891699703229,56.95466670705982
3618,3618,2022-03-09 00:00:00,,,,28.52961070527829,56.999783533341535
3619,3619,2022-03-10 00:00:00,,,,28.48984117678864,56.97289499724209
3620,3620,2022-03-11 00:00:00,,,,28.46871197956894,56.966636639346795
3621,3621,2022-03-12 00:00:00,,,,28.448851022699227,56.96075392762134
3622,3622,2022-03-13 00:00:00,,,,28.430182182435907,56.95522431461035
3623,3623,2022-03-14 00:00:00,,,,28.412633904220087,56.95002660622706
3624,3624,2022-03-15 00:00:00,,,,28.39613892842079,56.945140880519986
3625,3625,2022-03-16 00:00:00,,,,28.379881943142124,56.86018683225622
3626,3626,2022-03-17 00:00:00,,,,28.364600752848144,56.78033199105969
3627,3627,2022-03-18 00:00:00,,,,28.350236787278845,56.705270286609796
3628,3628,2022-03-19 00:00:00,,,,28.336734991744013,56.634714019881834
3629,3629,2022-03-20 00:00:00,,,,28.324043616107744,56.568392760444375
3630,3630,2022-03-21 00:00:00,,,,28.312114016438812,56.506052309944494
3631,3631,2022-03-22 00:00:00,,,,28.276063617674087,56.41467938644152
3632,3632,2022-03-23 00:00:00,,,,28.336512912001663,56.467488332108545
3633,3633,2022-03-24 00:00:00,,,,28.406273410363085,56.56759703083647
3634,3634,2022-03-25 00:00:00,,,,28.471846665937168,56.661696893094714
3635,3635,2022-03-26 00:00:00,,,,28.50471156645728,56.74393557674407
3636,3636,2022-03-27 00:00:00,,,,28.535603813099307,56.821238037990106
3637,3637,2022-03-28 00:00:00,,,,28.56464181070446,56.893900564304474
3638,3638,2022-03-29 00:00:00,,,,28.591936857085965,56.96220165906023
3639,3639,2022-03-30 00:00:00,,,,28.617593569614908,57.02640310898883
3640,3640,2022-03-31 00:00:00,,,,28.64171028620135,57.086750987565246
3641,3641,2022-04-01 00:00:00,,,,28.6643794422071,57.14347659816657
3642,3642,2022-04-02 00:00:00,,,,28.68568792473513,57.196797360619456
3643,3643,2022-04-03 00:00:00,,,,28.705717405653342,57.24691764453408
3644,3644,2022-04-04 00:00:00,,,,28.724544654629284,57.294029552618895
3645,3645,2022-04-05 00:00:00,,,,28.68525227670049,57.25636369312974
3646,3646,2022-04-06 00:00:00,,,,28.641982834809454,57.169540431529924
3647,3647,2022-04-07 00:00:00,,,,28.601310559833028,57.08792857300323
